picker_id,first_name,last_name,full_name,gender,age,phone_number,email,community,store_id,store_node_id,store_name,store_location,service_zone,picker_segment,role,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,avg_picking_time_sec,items_per_hour,daily_orders_picked,accuracy_rate,mispick_rate,total_orders_picked,total_items_picked,total_mispicks,hourly_rate,total_earnings,total_hours_worked,zone_familiarity,multitask_ability,physical_fitness,temperature_zone_trained,fragile_handling_certified
PKR-0E05CBF6,Anil,Munnuru,Anil Munnuru,M,29,+917298718741,anil513@gmail.com,TELUGU,HYD-DS-038,38,Alwal Dark Store,Alwal,North,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,06:00,14:00,30,2022-06-15,ACTIVE,2024-12-03 23:00,8.1,199,139,0.9874,0.0126,80522,644176,8116,50.6,229108,4528,0.81,HIGH,EXCELLENT,True,False
PKR-F6B91A43,Anusha,Velama,Anusha Velama,F,19,+917439106372,anusha.velama@gmail.com,TELUGU,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,20:00,00:00,3,2024-09-02,ACTIVE,2024-12-03 19:00,27.4,120,67,0.9821,0.0179,3321,16605,297,47.79,11469,240,0.49,MEDIUM,GOOD,True,False
PKR-09D75335,Ajay,Kumar,Ajay Kumar,M,29,+919432937985,ajay95@gmail.com,TELUGU,HYD-DS-041,41,Anjaiah Nagar Dark Store,Anjaiah Nagar,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,6,2024-06-04,ACTIVE,2024-12-03 16:00,12.4,196,71,0.9902,0.0098,7663,53641,525,45.11,35727,792,0.74,LOW,AVERAGE,True,False
PKR-DFB2B8A5,Faisal,Hussain,Faisal Hussain,M,43,+918292424744,faisal81@yahoo.com,MUSLIM,HYD-DS-016,16,Borabanda Dark Store,Borabanda,West,PART_TIME_EVENING,PICKER,PART_TIME,19:00,23:00,13,2023-11-07,ACTIVE,2024-12-01 23:00,16.2,90,40,0.9786,0.0214,8352,100224,2144,49.69,48301,972,0.67,LOW,GOOD,True,False
PKR-2CC5DC56,Farhan,Qureshi,Farhan Qureshi,M,32,+917168245914,farhan92@gmail.com,MUSLIM,HYD-DS-023,23,Mehdipatnam Dark Store,Mehdipatnam,Southwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,10:00,18:00,8,2024-04-05,ACTIVE,2024-12-03 00:00,17.8,116,103,0.989,0.011,14294,71470,786,59.73,64989,1088,0.74,MEDIUM,EXCELLENT,True,True
PKR-9BE95229,Ramu,Velama,Ramu Velama,M,21,+918347180599,ramu.velama@gmail.com,TELUGU,HYD-DS-030,30,King Koti Dark Store,King Koti,Central,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,14:00,18:00,1,2024-11-01,ACTIVE,2024-12-03 04:00,22.8,102,32,0.975,0.025,682,2728,68,53.15,4252,80,0.51,HIGH,GOOD,False,True
PKR-9788C68F,Vikas,Verma,Vikas Verma,M,23,+918758674846,vikas.verma@gmail.com,NORTH,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,KPHB (Kukatpally Phase B),Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,16,2023-08-09,ACTIVE,2024-12-02 23:00,20.2,129,113,0.9703,0.0297,32516,162580,4828,56.32,133371,2368,0.74,LOW,GOOD,False,False
PKR-91B4425A,Imran,Qureshi,Imran Qureshi,M,29,+917242709589,imran639@yahoo.com,MUSLIM,HYD-DS-025,25,Ameerpet Dark Store,Ameerpet,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,18,2023-06-10,ACTIVE,2024-12-02 23:00,15.9,168,74,0.9716,0.0284,20921,146447,4159,50.44,137612,2728,0.86,MEDIUM,GOOD,True,False
PKR-6470190D,Naveen,Mudiraj,Naveen Mudiraj,M,25,+917382367159,naveen450@gmail.com,TELUGU,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,06:00,10:00,12,2023-12-07,ACTIVE,2024-12-04 00:00,18.2,113,74,0.9944,0.0056,16510,99060,554,50.36,48949,972,0.81,MEDIUM,AVERAGE,True,True
PKR-16C2EBDA,Satish,Kamma,Satish Kamma,M,27,+919151957142,satish.kamma@gmail.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,14,2023-10-08,ACTIVE,2024-12-02 12:00,14.2,84,66,0.9809,0.0191,12844,154128,2943,44.88,39134,872,0.96,HIGH,EXCELLENT,True,True
PKR-B7CFD7B3,Akash,Gupta,Akash Gupta,M,34,+917743483691,akash90@gmail.com,NORTH,HYD-DS-030,30,King Koti Dark Store,King Koti,Central,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,14:00,22:00,44,2021-04-21,ACTIVE,2024-12-03 05:00,13.0,254,105,0.9893,0.0107,76969,615752,6588,69.25,400554,5784,0.69,HIGH,EXCELLENT,True,True
PKR-5C2DE765,Junaid,Hussain,Junaid Hussain,M,26,+917998131129,junaid.hussain@gmail.com,MUSLIM,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,10:00,18:00,14,2023-10-08,ACTIVE,2024-12-02 14:00,18.2,131,92,0.9864,0.0136,24400,97600,1327,50.69,109899,2168,0.72,LOW,EXCELLENT,True,True
PKR-73AA965A,Mahesh,Reddy,Mahesh Reddy,M,33,+918694480822,mahesh814@yahoo.com,TELUGU,HYD-DS-035,35,Jamal Colony Dark Store,Jamal Colony,Central,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,12,2023-12-07,ACTIVE,2024-12-02 07:00,15.1,156,66,0.9759,0.0241,16126,145134,3497,54.13,49364,912,0.61,LOW,EXCELLENT,True,False
PKR-8FC1EFB7,Nitin,Verma,Nitin Verma,M,38,+917962785359,nitin295@gmail.com,NORTH,HYD-DS-046,46,Devar Yamjal Dark Store,Devar Yamjal,Northeast (Rangareddy),FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,12:00,20:00,45,2021-03-22,ACTIVE,2024-12-02 20:00,8.6,197,99,0.992,0.008,92755,556530,4452,68.87,496983,7216,0.98,HIGH,GOOD,True,True
PKR-10CBC696,Ramulu,Goud,Ramulu Goud,M,23,+918654304964,ramulu01@yahoo.com,TELUGU,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,18:00,22:00,4,2024-08-03,ACTIVE,2024-12-03 00:00,17.2,121,35,0.9611,0.0389,2925,32175,1251,43.91,13699,312,0.83,MEDIUM,AVERAGE,False,True
PKR-20B2900E,Madhu,Padmashali,Madhu Padmashali,M,34,+917359486168,madhu90@gmail.com,TELUGU,HYD-DS-035,35,Jamal Colony Dark Store,Jamal Colony,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,16,2023-08-09,ACTIVE,2024-12-01 14:00,17.9,187,87,0.9841,0.0159,24389,146334,2326,48.92,119356,2440,0.85,MEDIUM,GOOD,False,True
PKR-5D615A8A,Venkat,Kamma,Venkat Kamma,M,27,+917985027008,venkat.kamma@gmail.com,TELUGU,HYD-DS-021,21,Kokapet Dark Store,Kokapet,Southwest,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,2,2024-10-02,PROBATION,2024-12-02 01:00,38.3,57,42,0.9271,0.0729,1457,16027,1168,43.2,6739,156,0.61,MEDIUM,EXCELLENT,False,False
PKR-4EF0A611,Anwar,Qureshi,Anwar Qureshi,M,24,+918052429091,anwar00@yahoo.com,MUSLIM,HYD-DS-012,12,IDPL Colony Dark Store,IDPL Colony,Northwest,FULL_TIME_SENIOR,PICKER,FULL_TIME,12:00,20:00,14,2023-10-08,ACTIVE,2024-12-02 21:00,14.6,263,106,0.9852,0.0148,26614,212912,3151,59.43,123612,2080,0.65,HIGH,AVERAGE,True,False
PKR-D9866D0C,Murali,Kamma,Murali Kamma,M,35,+918812641772,murali436@gmail.com,TELUGU,HYD-DS-057,57,Charminar Dark Store,Charminar,Old City,FULL_TIME_REGULAR,PICKER,FULL_TIME,14:00,22:00,6,2024-06-04,ACTIVE,2024-12-01 03:00,19.3,183,120,0.9837,0.0163,13956,167472,2729,52.44,49500,944,0.76,LOW,GOOD,True,False
PKR-42DCA318,Kareem,Mirza,Kareem Mirza,M,22,+919750788018,kareem02@gmail.com,MUSLIM,HYD-DS-028,28,Himayatnagar Dark Store,Himayatnagar,Central,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,12:00,20:00,19,2023-05-11,ACTIVE,2024-12-03 05:00,10.4,166,92,0.992,0.008,22771,204939,1639,69.04,170670,2472,0.97,HIGH,AVERAGE,False,False
PKR-B2198F98,Ahmed,Shaikh,Ahmed Shaikh,M,25,+918576382382,ahmed99@rediffmail.com,MUSLIM,HYD-DS-046,46,Devar Yamjal Dark Store,Devar Yamjal,Northeast (Rangareddy),PART_TIME_STUDENT,PICKER,PART_TIME,20:00,00:00,12,2023-12-07,ACTIVE,2024-12-01 02:00,29.1,139,66,0.9614,0.0386,13905,69525,2683,42.96,34538,804,0.77,LOW,AVERAGE,True,True
PKR-1EF57550,Ravi,Thakur,Ravi Thakur,M,30,+917594590817,ravi94@gmail.com,NORTH,HYD-DS-051,51,LB Nagar Dark Store,LB Nagar,Southeast,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,7,2024-05-05,ACTIVE,2024-12-03 22:00,14.5,175,88,0.975,0.025,13146,52584,1314,49.81,57379,1152,0.98,LOW,GOOD,False,False
PKR-BCC039EC,Varun,Singh,Varun Singh,M,39,+918639778553,varun85@gmail.com,NORTH,HYD-DS-029,29,Kachiguda Dark Store,Kachiguda,Central,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,22,2023-02-10,ACTIVE,2024-12-01 07:00,22.0,108,68,0.9838,0.0162,26558,318696,5162,52.25,89238,1708,0.62,MEDIUM,AVERAGE,True,True
PKR-5F52F9CE,Srikanth,Padmashali,Srikanth Padmashali,M,38,+918811654371,srikanth86@gmail.com,TELUGU,HYD-DS-026,26,Banjara Hills Dark Store,Banjara Hills,Central,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,12:00,20:00,36,2021-12-17,ACTIVE,2024-12-03 03:00,10.9,275,127,0.9943,0.0057,77777,777770,4433,54.54,305410,5600,0.69,HIGH,AVERAGE,True,False
PKR-D33A15F7,Waseem,Shaikh,Waseem Shaikh,M,32,+919624902805,waseem199@gmail.com,MUSLIM,HYD-DS-025,25,Ameerpet Dark Store,Ameerpet,Central,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,06:00,14:00,5,2024-07-04,ACTIVE,2024-12-02 03:00,20.9,178,83,0.9833,0.0167,9180,91800,1533,52.23,43454,832,0.69,MEDIUM,EXCELLENT,False,True
PKR-0FD6DA2E,Srikanth,Setty,Srikanth Setty,M,33,+918636118285,srikanth167@gmail.com,TELUGU,HYD-DS-056,56,Madannapet Colony Dark Store,Madannapet Colony,South,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,8,2024-04-05,ACTIVE,2024-12-03 07:00,21.2,182,73,0.986,0.014,10303,41212,576,52.35,66591,1272,0.82,MEDIUM,AVERAGE,True,False
PKR-37C7A848,Prasad,Setty,Prasad Setty,M,27,+919498547635,prasad866@gmail.com,TELUGU,HYD-DS-011,11,Gowlidoddy Dark Store,Gowlidoddy,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,14:00,18:00,23,2023-01-11,ACTIVE,2024-12-01 10:00,23.0,105,80,0.9897,0.0103,32505,390060,4017,42.66,65017,1524,0.62,LOW,AVERAGE,True,False
PKR-F04219DA,Sai,Mudiraj,Sai Mudiraj,M,22,+917683257363,sai02@yahoo.com,TELUGU,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,KPHB (Kukatpally Phase B),Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,06:00,14:00,13,2023-11-07,ACTIVE,2024-12-02 23:00,15.7,152,67,0.9872,0.0128,15431,185172,2370,56.15,102425,1824,0.83,HIGH,EXCELLENT,False,False
PKR-5BDA53B0,Fatima,Khan,Fatima Khan,F,31,+917147329811,fatima798@gmail.com,MUSLIM,HYD-DS-035,35,Jamal Colony Dark Store,Jamal Colony,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,11,2024-01-06,ACTIVE,2024-12-01 16:00,19.1,185,67,0.9752,0.0248,13260,79560,1973,46.25,69931,1512,0.95,HIGH,EXCELLENT,True,True
PKR-BAADA12A,Madhu,Yadav,Madhu Yadav,M,20,+917364291223,madhu04@gmail.com,TELUGU,HYD-DS-035,35,Jamal Colony Dark Store,Jamal Colony,Central,PART_TIME_STUDENT,PICKER,PART_TIME,10:00,14:00,7,2024-05-05,ACTIVE,2024-12-02 10:00,26.6,100,37,0.954,0.046,5602,22408,1030,48.41,27497,568,0.92,LOW,EXCELLENT,True,True
PKR-15B2D90F,Syed,Mirza,Syed Mirza,M,24,+917652326539,syed00@gmail.com,MUSLIM,HYD-DS-048,48,Tarakarama Nagar Dark Store,Tarakarama Nagar,East,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,1,2024-11-01,ACTIVE,2024-12-03 09:00,35.6,93,26,0.9605,0.0395,464,2320,91,47.38,3601,76,0.4,HIGH,EXCELLENT,True,False
PKR-4F2B408C,Sanjay,Naidu,Sanjay Naidu,M,23,+919338626754,sanjay843@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,11,2024-01-06,ACTIVE,2024-12-02 16:00,12.9,106,79,0.9943,0.0057,11617,139404,794,59.26,84390,1424,0.77,HIGH,AVERAGE,True,True
PKR-869B2CF2,Bilal,Pasha,Bilal Pasha,M,26,+918499697929,bilal98@gmail.com,MUSLIM,HYD-DS-033,33,Nalanda Nagar Dark Store,Nalanda Nagar,Central,NEW_JOINER,TRAINEE_PICKER,TRAINING,09:00,13:00,1,2024-11-01,ACTIVE,2024-12-03 23:00,29.6,62,36,0.962,0.038,525,4200,159,45.88,2936,64,0.7,HIGH,EXCELLENT,True,True
PKR-A5500666,Gopal,Goud,Gopal Goud,M,32,+919110068635,gopal828@yahoo.com,TELUGU,HYD-DS-022,22,Tolichowki Dark Store,Tolichowki,Southwest,FULL_TIME_SENIOR,PICKER,FULL_TIME,06:00,14:00,12,2023-12-07,ACTIVE,2024-12-02 10:00,9.3,174,150,0.9896,0.0104,30693,214851,2234,58.76,87902,1496,0.95,LOW,EXCELLENT,True,True
PKR-969AE42D,Sravani,Nayak,Sravani Nayak,F,29,+918289404141,sravani.nayak@gmail.com,TELUGU,HYD-DS-031,31,Gokul Nagar Dark Store,Gokul Nagar,Central,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,1,2024-11-01,ACTIVE,2024-12-02 17:00,39.0,40,31,0.9607,0.0393,492,4920,193,42.73,2563,60,0.36,MEDIUM,EXCELLENT,False,False
PKR-952FCEE4,Anil,Naidu,Anil Naidu,M,22,+917178503469,anil.naidu@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,8,2024-04-05,ACTIVE,2024-12-01 16:00,17.3,91,58,0.9706,0.0294,8612,34448,1012,50.31,30992,616,0.92,HIGH,AVERAGE,False,True
PKR-AD1CF6B1,Chandu,Chetty,Chandu Chetty,M,21,+917238055938,chandu.chetty@gmail.com,TELUGU,HYD-DS-057,57,Charminar Dark Store,Charminar,Old City,FULL_TIME_REGULAR,PICKER,FULL_TIME,10:00,18:00,12,2023-12-07,ACTIVE,2024-12-02 08:00,16.3,147,102,0.9801,0.0199,18129,181290,3607,59.68,91665,1536,0.66,MEDIUM,GOOD,True,False
PKR-A4069858,Sachin,Gupta,Sachin Gupta,M,21,+919490114173,sachin03@gmail.com,NORTH,HYD-DS-057,57,Charminar Dark Store,Charminar,Old City,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,19:00,23:00,1,2024-11-01,ACTIVE,2024-12-03 19:00,29.3,82,39,0.9576,0.0424,766,9192,389,53.01,4240,80,0.59,LOW,GOOD,True,True
PKR-118F549D,Ahmed,Shaikh,Ahmed Shaikh,M,28,+919665595593,ahmed.shaikh@gmail.com,MUSLIM,HYD-DS-013,13,Madhapur Dark Store,Madhapur,West,NEW_JOINER,TRAINEE_PICKER,TRAINING,10:00,14:00,2,2024-10-02,ACTIVE,2024-12-02 14:00,27.0,91,24,0.9472,0.0528,635,3175,167,45.39,5628,124,0.5,MEDIUM,GOOD,True,True
PKR-694ED232,Srinivas,Munnuru,Srinivas Munnuru,M,18,+918817468350,srinivas06@gmail.com,TELUGU,HYD-DS-050,50,Whitefield Dark Store,Whitefield,East,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,10,2024-02-05,ACTIVE,2024-12-01 16:00,26.1,140,60,0.9632,0.0368,8142,56994,2097,51.64,32432,628,0.91,LOW,AVERAGE,True,True
PKR-6C0C18D3,Yellaiah,Munnuru,Yellaiah Munnuru,M,25,+917777187549,yellaiah726@yahoo.com,TELUGU,HYD-DS-054,54,Meerpet Dark Store,Meerpet,Southeast,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,18:00,22:00,3,2024-09-02,ACTIVE,2024-12-04 00:00,28.1,85,59,0.9645,0.0355,3169,22183,787,50.08,11018,220,0.35,HIGH,AVERAGE,True,True
PKR-7BE95702,Abdul,Mirza,Abdul Mirza,M,28,+919476296883,abdul96@yahoo.com,MUSLIM,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,PART_TIME_EVENING,PICKER,PART_TIME,20:00,00:00,14,2023-10-08,ACTIVE,2024-12-01 13:00,16.2,89,73,0.9755,0.0245,17628,141024,3455,51.54,59173,1148,0.97,HIGH,AVERAGE,True,False
PKR-F5699257,Ravi,Chauhan,Ravi Chauhan,M,29,+919714164248,ravi95@rediffmail.com,NORTH,HYD-DS-027,27,Begumpet Dark Store,Begumpet,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,16:00,00:00,17,2023-07-10,ACTIVE,2024-12-02 07:00,12.7,143,62,0.9835,0.0165,15907,143163,2362,47.01,107945,2296,0.71,HIGH,AVERAGE,True,False
PKR-642D1225,Ashok,Reddy,Ashok Reddy,M,26,+918999011616,ashok.reddy@gmail.com,TELUGU,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,FULL_TIME_REGULAR,TRAINEE_PICKER,FULL_TIME,14:00,22:00,3,2024-09-02,ACTIVE,2024-12-03 08:00,21.6,178,102,0.9875,0.0125,4920,29520,369,59.03,23613,400,0.48,MEDIUM,EXCELLENT,True,True
PKR-E313C106,Nagaraju,Mudiraj,Nagaraju Mudiraj,M,40,+918637510500,nagaraju46@gmail.com,TELUGU,HYD-DS-013,13,Madhapur Dark Store,Madhapur,West,FULL_TIME_SENIOR,TEAM_LEAD,FULL_TIME,07:00,15:00,45,2021-03-22,ACTIVE,2024-12-01 17:00,10.6,261,86,0.9853,0.0147,59985,419895,6172,53.36,364531,6832,0.96,MEDIUM,AVERAGE,False,True
PKR-02D90BA2,Adnan,Ansari,Adnan Ansari,M,42,+918963625563,adnan82@gmail.com,MUSLIM,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,11,2024-01-06,ACTIVE,2024-12-03 05:00,18.8,90,64,0.9814,0.0186,11088,55440,1031,56.44,44247,784,0.75,MEDIUM,EXCELLENT,True,False
PKR-D9083815,Yogesh,Setty,Yogesh Setty,M,43,+918216944935,yogesh77@gmail.com,TELUGU,HYD-DS-030,30,King Koti Dark Store,King Koti,Central,PART_TIME_EVENING,TRAINEE_PICKER,PART_TIME,20:00,00:00,4,2024-08-03,ACTIVE,2024-12-02 15:00,19.6,98,70,0.9836,0.0164,5044,20176,330,56.13,16164,288,0.61,MEDIUM,AVERAGE,True,False
PKR-F8B166EC,Bilal,Pasha,Bilal Pasha,M,25,+918796199311,bilal.pasha@gmail.com,MUSLIM,HYD-DS-050,50,Whitefield Dark Store,Whitefield,East,PART_TIME_STUDENT,PICKER,PART_TIME,06:00,10:00,10,2024-02-05,ACTIVE,2024-12-02 17:00,19.3,113,47,0.97,0.03,7408,88896,2666,48.91,38153,780,0.64,LOW,AVERAGE,True,False
PKR-04044B21,Phani,Kapu,Phani Kapu,M,40,+919043522105,phani.kapu@gmail.com,TELUGU,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,KPHB (Kukatpally Phase B),Northwest,FULL_TIME_SENIOR,QUALITY_CHECKER,FULL_TIME,06:00,14:00,44,2021-04-21,ACTIVE,2024-12-02 05:00,8.9,162,145,0.996,0.004,110360,993240,3972,58.17,337842,5808,0.63,HIGH,EXCELLENT,True,True
PKR-6D283172,Amit,Sharma,Amit Sharma,M,24,+919048408303,amit424@yahoo.com,NORTH,HYD-DS-052,52,Dilsukhnagar Dark Store,Dilsukhnagar,Southeast,FULL_TIME_REGULAR,PICKER,FULL_TIME,07:00,15:00,9,2024-03-06,ACTIVE,2024-12-03 03:00,14.8,162,69,0.9784,0.0216,13225,105800,2285,53.3,78457,1472,0.95,HIGH,GOOD,False,False
PKR-AB4DC92B,Gaurav,Sharma,Gaurav Sharma,M,45,+917464524377,gaurav565@gmail.com,NORTH,HYD-DS-044,44,Chititra Medchal Dark Store,Chititra Medchal,North,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,11,2024-01-06,ACTIVE,2024-12-01 21:00,19.2,122,50,0.9878,0.0122,10142,60852,742,54.43,41799,768,0.69,LOW,GOOD,True,True
PKR-E224CAAD,Yellaiah,Setty,Yellaiah Setty,M,26,+918390288116,yellaiah999@gmail.com,TELUGU,HYD-DS-051,51,LB Nagar Dark Store,LB Nagar,Southeast,NEW_JOINER,TRAINEE_PICKER,TRAINING,14:00,18:00,0,2024-12-01,TRAINING,2024-12-02 08:00,39.2,84,33,0.9424,0.0576,0,0,0,40.13,0,0,0.4,MEDIUM,AVERAGE,True,True
PKR-AD9FCE09,Gaurav,Thakur,Gaurav Thakur,M,34,+917313640078,gaurav181@rediffmail.com,NORTH,HYD-DS-043,43,Marthanda Nagar Dark Store,Marthanda Nagar,North,PART_TIME_EVENING,PICKER,PART_TIME,10:00,14:00,11,2024-01-06,ACTIVE,2024-12-02 17:00,20.7,131,46,0.9876,0.0124,9022,54132,671,56.15,44249,788,0.9,LOW,GOOD,False,False
PKR-CAED0466,Deepak,Sharma,Deepak Sharma,M,31,+918076698066,deepak93@gmail.com,NORTH,HYD-DS-001,1,Miyapur Dark Store,Miyapur,Northwest,FULL_TIME_REGULAR,PICKER,FULL_TIME,12:00,20:00,13,2023-11-07,ACTIVE,2024-12-02 08:00,16.5,134,101,0.9782,0.0218,23147,162029,3532,47.29,91176,1928,0.85,MEDIUM,EXCELLENT,True,True
PKR-96D1F226,Suresh,Goud,Suresh Goud,M,33,+917020590822,suresh222@gmail.com,TELUGU,HYD-DS-040,40,Suraram Dark Store,Suraram,North,PART_TIME_EVENING,PICKER,PART_TIME,20:00,00:00,17,2023-07-10,ACTIVE,2024-12-01 10:00,17.0,129,43,0.9867,0.0133,12057,96456,1282,48.75,51284,1052,0.92,MEDIUM,AVERAGE,True,True
PKR-D10A7D4F,Prasad,Mudiraj,Prasad Mudiraj,M,37,+918815736468,prasad.mudiraj@gmail.com,TELUGU,HYD-DS-020,20,Financial District Dark Store,Financial District,Southwest,FULL_TIME_SENIOR,SENIOR_PICKER,FULL_TIME,07:00,15:00,24,2022-12-12,ACTIVE,2024-12-02 20:00,10.4,192,108,0.9959,0.0041,43860,526320,2157,66.85,222488,3328,0.63,MEDIUM,AVERAGE,True,False
PKR-71849CAF,Praveen,Munnuru,Praveen Munnuru,M,19,+917691103204,praveen604@gmail.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,PART_TIME_STUDENT,PICKER,PART_TIME,19:00,23:00,10,2024-02-05,ACTIVE,2024-12-02 17:00,18.1,119,65,0.9741,0.0259,9243,73944,1915,46.82,32208,688,0.95,HIGH,GOOD,True,True
PKR-938233D5,Sonu,Sharma,Sonu Sharma,M,30,+919375619339,sonu.sharma@yahoo.com,NORTH,HYD-DS-017,17,Kothaguda Dark Store,Kothaguda,West,PART_TIME_EVENING,PICKER,PART_TIME,06:00,10:00,24,2022-12-12,ACTIVE,2024-12-01 15:00,18.1,148,70,0.9778,0.0222,30824,184944,4105,48.93,94915,1940,0.79,MEDIUM,EXCELLENT,False,True
PKR-97F4E191,Kiran,Goud,Kiran Goud,M,19,+918855958505,kiran.goud@gmail.com,TELUGU,HYD-DS-038,38,Alwal Dark Store,Alwal,North,PART_TIME_STUDENT,PICKER,PART_TIME,14:00,18:00,9,2024-03-06,ACTIVE,2024-12-02 07:00,20.0,116,45,0.987,0.013,6289,31445,408,43.37,26718,616,0.91,LOW,EXCELLENT,True,True
PKR-A16EBDDC,Mohan,Setty,Mohan Setty,M,33,+918215355394,mohan498@gmail.com,TELUGU,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Dr. A.S. Rao Nagar,Northeast,FULL_TIME_SENIOR,PICKER,FULL_TIME,06:00,14:00,12,2023-12-07,ACTIVE,2024-12-02 17:00,13.9,278,94,0.9897,0.0103,25708,128540,1323,57.26,114516,2000,0.85,HIGH,GOOD,True,True
PKR-A714A22B,Pankaj,Sharma,Pankaj Sharma,M,18,+918685751374,pankaj.sharma@gmail.com,NORTH,HYD-DS-006,6,Hafeezpet Dark Store,Hafeezpet,Northwest,PART_TIME_STUDENT,TRAINEE_PICKER,PART_TIME,19:00,23:00,3,2024-09-02,ACTIVE,2024-12-03 17:00,24.7,141,57,0.9546,0.0454,2904,20328,922,47.82,9373,196,0.36,HIGH,EXCELLENT,True,False
PKR-EC9818B4,Manoj,Nayak,Manoj Nayak,M,31,+919729316198,manoj.nayak@gmail.com,TELUGU,HYD-DS-004,4,Jeedimetla Dark Store,Jeedimetla,Northwest,PART_TIME_EVENING,PICKER,PART_TIME,18:00,22:00,22,2023-02-10,ACTIVE,2024-12-01 17:00,17.1,158,76,0.9934,0.0066,23261,209349,1381,51.52,74189,1440,0.7,HIGH,AVERAGE,True,True
PKR-5EC0A069,Ahmed,Shaikh,Ahmed Shaikh,M,35,+917880493605,ahmed.shaikh@rediffmail.com,MUSLIM,HYD-DS-005,5,Balanagar Dark Store,Balanagar,Northwest,FULL_TIME_SENIOR,PICKER,FULL_TIME,14:00,22:00,13,2023-11-07,ACTIVE,2024-12-03 12:00,10.7,268,108,0.9902,0.0098,20330,101650,996,60.24,101208,1680,0.77,MEDIUM,AVERAGE,True,True
PKR-0A37FC15,Pankaj,Thakur,Pankaj Thakur,M,35,+917560744401,pankaj.thakur@rediffmail.com,NORTH,HYD-DS-028,28,Himayatnagar Dark Store,Himayatnagar,Central,FULL_TIME_REGULAR,PICKER,FULL_TIME,14:00,22:00,14,2023-10-08,ACTIVE,2024-12-03 23:00,17.1,104,79,0.9869,0.0131,20789,103945,1361,51.97,109351,2104,0.61,HIGH,AVERAGE,False,False
