rider_id,first_name,last_name,full_name,gender,age,phone_number,email,community,vehicle_type,vehicle_model,vehicle_number,engine_cc,home_store_id,home_store_node_id,home_store_name,service_zone,store_location,home_lat,home_lng,rider_segment,shift_type,shift_start,shift_end,experience_months,join_date,status,last_active,on_time_delivery_rate,order_acceptance_rate,cancellation_rate,avg_delivery_time_mins,customer_rating,total_orders_delivered,daily_avg_orders,total_earnings,avg_earnings_per_order,peak_hour_preference,weekend_availability,has_insulated_bag,has_rain_gear,knows_english,knows_hindi,knows_telugu
RDR-37C0195C,Nagesh,Mudiraj,Nagesh Mudiraj,M,35,+918418779017,nagesh.mudiraj@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS09LB5282,100,HYD-DS-013,13,Madhapur Dark Store,West,Madhapur,17.446837,78.396834,PART_TIME_EVENING,PART_TIME,14:00,18:00,10,2024-02-05,ACTIVE,2024-12-03 06:00,0.782,0.831,0.057,11.1,4.15,1728,12,53184,30.78,NIGHT,False,True,True,False,True,True
RDR-3EFCC0FA,Kareem,Mirza,Kareem Mirza,M,25,+918243492634,kareem.mirza@rediffmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS07BY2560,100,HYD-DS-025,25,Ameerpet Dark Store,Central,Ameerpet,17.438468,78.440533,PART_TIME_STUDENT,PART_TIME,06:00,10:00,9,2024-03-06,ACTIVE,2024-12-03 06:00,0.797,0.823,0.124,12.4,4.38,1337,10,28538,21.35,AFTERNOON,True,True,True,False,True,False
RDR-198AC841,Padma,Kapu,Padma Kapu,F,36,+918239095411,padma88@gmail.com,TELUGU,BIKE,Hero HF Deluxe,TS13DD6854,100,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.513125,78.453517,PART_TIME_EVENING,PART_TIME,06:00,10:00,10,2024-02-05,ACTIVE,2024-12-03 21:00,0.885,0.886,0.048,14.6,4.17,3865,22,119580,30.94,EVENING,True,True,True,True,True,True
RDR-E5D91EA5,Sanjay,Naidu,Sanjay Naidu,M,32,+919392382389,sanjay92@gmail.com,TELUGU,BIKE,Bajaj Pulsar 125,TS10UQ3668,125,HYD-DS-022,22,Tolichowki Dark Store,Southwest,Tolichowki,17.393083,78.418124,PART_TIME_EVENING,PART_TIME,18:00,22:00,10,2024-02-05,ACTIVE,2024-12-02 23:00,0.82,0.834,0.096,11.3,4.3,3416,20,102490,30.0,NIGHT,True,True,False,False,True,True
RDR-0506C825,Sanjay,Setty,Sanjay Setty,M,27,+919167770240,sanjay97@yahoo.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS11UW1685,0,HYD-DS-005,5,Balanagar Dark Store,Northwest,Balanagar,17.468449,78.441135,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,11,2024-01-06,ACTIVE,2024-12-03 09:00,0.906,0.856,0.092,12.2,4.33,7995,34,221728,27.73,EVENING,False,True,False,True,True,True
RDR-0AB8D2AD,Khalid,Hussain,Khalid Hussain,M,36,+918484256654,khalid.hussain@gmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS09VW6828,100,HYD-DS-054,54,Meerpet Dark Store,Southeast,Meerpet,17.350996,78.566279,PART_TIME_EVENING,PART_TIME,19:00,23:00,18,2023-06-10,ACTIVE,2024-12-02 12:00,0.882,0.807,0.106,16.3,4.6,6427,20,142773,22.21,MORNING,True,True,False,False,True,True
RDR-5D359F9C,Sahil,Sharma,Sahil Sharma,M,26,+917345347643,sahil98@gmail.com,NORTH,SCOOTER,Honda Activa 6G,TS07RA8429,110,HYD-DS-051,51,LB Nagar Dark Store,Southeast,LB Nagar,17.353278,78.549389,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,20,2023-04-11,ACTIVE,2024-12-03 00:00,0.855,0.822,0.042,11.2,4.29,5788,20,149139,25.77,EVENING,False,True,True,True,True,True
RDR-A014A0E2,Sahil,Verma,Sahil Verma,M,27,+918940520595,sahil246@rediffmail.com,NORTH,ELECTRIC_SCOOTER,Ather 450X,TS10PL2139,0,HYD-DS-032,32,Ramnagar Dark Store,Central,Ramnagar,17.406085,78.455158,FULL_TIME_EXPERIENCED,FULL_TIME,12:00,20:00,41,2021-07-20,STAR_PERFORMER,2024-12-02 00:00,0.935,0.918,0.036,10.4,4.67,16667,29,439043,26.34,AFTERNOON,False,True,True,True,True,False
RDR-660B6918,Irfan,Qureshi,Irfan Qureshi,M,42,+919387387450,irfan.qureshi@rediffmail.com,MUSLIM,SCOOTER,Honda Activa 6G,TS12PT1823,110,HYD-DS-032,32,Ramnagar Dark Store,Central,Ramnagar,17.423819,78.45128,PART_TIME_EVENING,PART_TIME,19:00,23:00,17,2023-07-10,ACTIVE,2024-12-02 09:00,0.805,0.802,0.086,14.0,4.49,3652,11,85096,23.3,AFTERNOON,True,True,True,True,True,True
RDR-40A19264,Santosh,Munnuru,Santosh Munnuru,M,20,+919767917605,santosh306@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS10VA8319,125,HYD-DS-011,11,Gowlidoddy Dark Store,Northwest,Gowlidoddy,17.498672,78.410884,PART_TIME_STUDENT,PART_TIME,10:00,14:00,3,2024-09-02,ACTIVE,2024-12-02 02:00,0.866,0.737,0.144,13.4,4.17,533,10,13895,26.07,EVENING,False,True,True,False,True,True
RDR-FD226E57,Vijay,Kumar,Vijay Kumar,M,23,+919310989257,vijay.kumar@gmail.com,TELUGU,SCOOTER,TVS Jupiter,TS12PE3852,110,HYD-DS-030,30,King Koti Dark Store,Central,King Koti,17.401417,78.467138,NEW_JOINER,FULL_TIME,07:00,15:00,1,2024-11-01,PROBATION,2024-12-02 00:00,0.664,0.767,0.147,16.3,3.98,200,12,4736,23.68,AFTERNOON,True,True,False,False,True,True
RDR-3F54269A,Varun,Thakur,Varun Thakur,M,32,+918377913458,varun.thakur@rediffmail.com,NORTH,BIKE,Bajaj Pulsar 125,TS13YL1518,125,HYD-DS-018,18,Gachibowli Dark Store,Southwest,Gachibowli,17.433182,78.345702,FULL_TIME_EXPERIENCED,FULL_TIME,12:00,20:00,29,2022-07-15,ACTIVE,2024-12-03 12:00,0.889,0.964,0.025,13.0,4.51,16335,34,482450,29.53,NIGHT,True,True,True,True,True,False
RDR-3C37A528,Rashid,Baig,Rashid Baig,M,34,+919553072854,rashid90@gmail.com,MUSLIM,BIKE,Bajaj Platina,TS07SZ3511,100,HYD-DS-049,49,Peerzadiguda Dark Store,East,Peerzadiguda,17.456371,78.562784,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,20,2023-04-11,ACTIVE,2024-12-03 02:00,0.845,0.845,0.05,10.8,4.52,7966,25,202983,25.48,AFTERNOON,True,True,False,False,True,False
RDR-F55801A0,Sahil,Thakur,Sahil Thakur,M,26,+918850534449,sahil687@gmail.com,NORTH,BIKE,Bajaj Pulsar 125,TS08HQ5461,125,HYD-DS-043,43,Marthanda Nagar Dark Store,North,Marthanda Nagar,17.501906,78.47611,NEW_JOINER,FULL_TIME,10:00,18:00,1,2024-11-01,PROBATION,2024-12-01 00:00,0.778,0.713,0.166,22.8,3.97,115,9,2164,18.83,MORNING,True,True,True,True,True,True
RDR-BDB411D6,Nitin,Gupta,Nitin Gupta,M,27,+919723700875,nitin.gupta@yahoo.com,NORTH,BIKE,Bajaj Pulsar 125,TS08JP7397,125,HYD-DS-051,51,LB Nagar Dark Store,Southeast,LB Nagar,17.346771,78.55183,FULL_TIME_REGULAR,FULL_TIME,16:00,00:00,17,2023-07-10,ACTIVE,2024-12-02 05:00,0.838,0.823,0.076,14.0,4.66,7178,28,246242,34.31,EVENING,True,False,True,False,True,False
RDR-2D01FA65,Satish,Kapu,Satish Kapu,M,31,+918256429608,satish.kapu@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS11VZ7176,110,HYD-DS-044,44,Chititra Medchal Dark Store,North,Chititra Medchal,17.540914,78.470086,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,20,2023-04-11,ACTIVE,2024-12-02 06:00,0.931,0.822,0.052,12.1,4.5,11729,31,329677,28.11,EVENING,False,True,True,True,True,True
RDR-5426B95E,Ashok,Kapu,Ashok Kapu,M,22,+919070242440,ashok780@yahoo.com,TELUGU,BIKE,Hero HF Deluxe,TS14KX8045,100,HYD-DS-002,2,KPHB (Kukatpally Phase B) Dark Store,Northwest,KPHB (Kukatpally Phase B),17.503776,78.402249,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,21,2023-03-12,ACTIVE,2024-12-02 10:00,0.831,0.893,0.043,15.2,4.45,11508,34,349812,30.4,NIGHT,False,True,True,False,True,True
RDR-D47896C8,Yogesh,Nayak,Yogesh Nayak,M,31,+918767665651,yogesh.nayak@rediffmail.com,TELUGU,BIKE,Bajaj CT100,TS11JA6177,100,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.457641,78.436358,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,19,2023-05-11,ACTIVE,2024-12-03 11:00,0.85,0.863,0.075,15.0,4.31,7011,27,219397,31.29,MORNING,True,True,True,False,True,True
RDR-F2F73358,Imran,Khan,Imran Khan,M,30,+919580055957,imran94@rediffmail.com,MUSLIM,SCOOTER,Honda Activa 6G,TS10LV5882,110,HYD-DS-056,56,Madannapet Colony Dark Store,South,Madannapet Colony,17.348436,78.488891,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,49,2020-11-22,STAR_PERFORMER,2024-12-02 12:00,0.97,0.903,0.025,11.9,4.6,23065,27,867178,37.6,AFTERNOON,True,True,True,False,True,False
RDR-CBF97862,Manoj,Velama,Manoj Velama,M,38,+918416648129,manoj86@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS13HT1733,100,HYD-DS-023,23,Mehdipatnam Dark Store,Southwest,Mehdipatnam,17.402131,78.434975,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,34,2022-02-15,STAR_PERFORMER,2024-12-02 15:00,0.949,0.909,0.042,11.9,4.77,19892,33,673363,33.85,AFTERNOON,True,False,False,False,True,True
RDR-BAC22A48,Ramesh,Velama,Ramesh Velama,M,34,+918690930651,ramesh90@gmail.com,TELUGU,BIKE,TVS Sport,TS08BA5349,110,HYD-DS-026,26,Banjara Hills Dark Store,Central,Banjara Hills,17.417499,78.442245,PART_TIME_EVENING,PART_TIME,20:00,00:00,15,2023-09-08,ACTIVE,2024-12-03 00:00,0.788,0.804,0.091,12.2,4.49,3326,12,104429,31.4,NIGHT,False,True,True,True,True,True
RDR-DDF1FE0F,Ramulu,Kamma,Ramulu Kamma,M,21,+918819377483,ramulu03@rediffmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS10SP7028,125,HYD-DS-027,27,Begumpet Dark Store,Central,Begumpet,17.435472,78.465309,NEW_JOINER,FULL_TIME,16:00,00:00,3,2024-09-02,ACTIVE,2024-12-03 06:00,0.798,0.734,0.111,16.7,4.13,215,5,4047,18.82,AFTERNOON,True,True,False,False,True,True
RDR-83939B3A,Sonu,Verma,Sonu Verma,M,26,+919584888554,sonu.verma@gmail.com,NORTH,ELECTRIC_SCOOTER,Ola S1,TS11BH8172,0,HYD-DS-029,29,Kachiguda Dark Store,Central,Kachiguda,17.39284,78.505931,FULL_TIME_EXPERIENCED,FULL_TIME,14:00,22:00,39,2021-09-18,STAR_PERFORMER,2024-12-03 03:00,0.932,0.871,0.025,9.7,4.79,22968,38,808093,35.18,AFTERNOON,True,True,False,True,True,False
RDR-4C4A59AE,Karan,Yadav,Karan Yadav,M,38,+917888259521,karan924@gmail.com,NORTH,SCOOTER,Honda Activa 6G,TS09MG6064,110,HYD-DS-001,1,Miyapur Dark Store,Northwest,Miyapur,17.493882,78.358553,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,31,2022-05-16,ACTIVE,2024-12-03 21:00,0.902,0.915,0.021,9.1,4.81,20950,45,821056,39.19,AFTERNOON,True,True,False,True,True,True
RDR-C468611E,Sonu,Thakur,Sonu Thakur,M,30,+917266497402,sonu94@gmail.com,NORTH,BIKE,TVS Sport,TS12YW5649,110,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.438513,78.529405,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,11,2024-01-06,ACTIVE,2024-12-03 08:00,0.925,0.931,0.045,10.1,4.25,4034,25,120044,29.76,AFTERNOON,True,True,True,False,True,True
RDR-B2E4995E,Mahesh,Chetty,Mahesh Chetty,M,18,+918237168516,mahesh06@gmail.com,TELUGU,BIKE,Bajaj Platina,TS13JZ6341,100,HYD-DS-036,36,Hill Colony Dark Store,Central,Hill Colony,17.431267,78.450751,NEW_JOINER,FULL_TIME,10:00,18:00,2,2024-10-02,PROBATION,2024-11-30 00:00,0.766,0.737,0.158,21.4,3.91,168,6,3138,18.68,EVENING,False,True,True,False,True,True
RDR-7441207F,Balu,Goud,Balu Goud,M,25,+918812589926,balu.goud@gmail.com,TELUGU,BIKE,Honda Shine,TS14CD4185,125,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.45621,78.429671,NEW_JOINER,FULL_TIME,10:00,18:00,2,2024-10-02,ACTIVE,2024-12-02 15:00,0.75,0.831,0.128,17.3,3.82,315,9,6279,19.94,MORNING,False,True,False,False,True,True
RDR-DB2B8057,Praveen,Kumar,Praveen Kumar,M,20,+919075840823,praveen549@yahoo.com,TELUGU,BIKE,Bajaj CT100,TS13MF3585,100,HYD-DS-003,3,Kukatpally Dark Store,Northwest,Kukatpally,17.494491,78.388406,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,15,2023-09-08,ACTIVE,2024-12-03 01:00,0.893,0.878,0.097,15.4,4.59,7950,27,200402,25.21,EVENING,True,False,False,True,True,True
RDR-523E6644,Vijay,Yadav,Vijay Yadav,M,20,+918567035747,vijay.yadav@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS09UX6776,100,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.440237,78.551172,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,24,2022-12-12,ACTIVE,2024-12-02 16:00,0.894,0.894,0.083,13.4,4.52,8231,24,279521,33.96,NIGHT,True,True,True,False,True,True
RDR-F9285196,Santosh,Velama,Santosh Velama,M,31,+917457132156,santosh93@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS07TJ9139,110,HYD-DS-040,40,Suraram Dark Store,North,Suraram,17.503893,78.438555,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,24,2022-12-12,STAR_PERFORMER,2024-12-04 00:00,0.93,0.84,0.056,10.6,4.52,15441,34,410178,26.56,NIGHT,True,False,True,True,True,True
RDR-A1DC157C,Sanjay,Setty,Sanjay Setty,M,28,+918678327317,sanjay94@gmail.com,TELUGU,BIKE,Bajaj Platina,TS13KS5151,100,HYD-DS-045,45,Dr. A.S. Rao Nagar Dark Store,Northeast,Dr. A.S. Rao Nagar,17.496495,78.552957,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,7,2024-05-05,ACTIVE,2024-12-02 12:00,0.862,0.876,0.089,14.9,4.52,2174,21,75677,34.81,EVENING,True,True,True,False,True,True
RDR-B0408C32,Shiva,Nayak,Shiva Nayak,M,24,+919432463168,shiva00@yahoo.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS12NL4691,0,HYD-DS-023,23,Mehdipatnam Dark Store,Southwest,Mehdipatnam,17.394497,78.43546,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,56,2020-04-26,ACTIVE,2024-12-03 00:00,0.973,0.966,0.016,13.6,4.48,36341,39,1441378,39.66,NIGHT,True,True,True,False,True,True
RDR-E030143F,Naseer,Baig,Naseer Baig,M,22,+919351952999,naseer.baig@gmail.com,MUSLIM,BIKE,Hero HF Deluxe,TS09TE4118,100,HYD-DS-039,39,Kompally Dark Store,North,Kompally,17.530951,78.484874,PART_TIME_STUDENT,PART_TIME,06:00,10:00,4,2024-08-03,ACTIVE,2024-12-03 04:00,0.766,0.864,0.105,18.0,4.46,558,8,14616,26.19,NIGHT,True,True,True,False,True,True
RDR-8465B52F,Waseem,Shaikh,Waseem Shaikh,M,25,+919567528604,waseem99@gmail.com,MUSLIM,CYCLE,Hercules Roadsters,N/A,0,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.462091,78.439761,PART_TIME_STUDENT,PART_TIME,06:00,10:00,11,2024-01-06,ACTIVE,2024-12-03 10:00,0.864,0.771,0.117,14.7,4.03,1844,10,46882,25.42,MORNING,True,False,False,True,True,False
RDR-B0CF308B,Krishna,Chetty,Krishna Chetty,M,22,+918815373095,krishna.chetty@rediffmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS09TW9532,125,HYD-DS-019,19,Manikonda Dark Store,Southwest,Manikonda,17.394642,78.392366,PART_TIME_EVENING,PART_TIME,06:00,10:00,6,2024-06-04,ACTIVE,2024-12-03 15:00,0.795,0.85,0.045,12.8,4.22,1744,20,51285,29.41,MORNING,False,False,True,True,True,True
RDR-6B9E86E4,Prasad,Mudiraj,Prasad Mudiraj,M,24,+918445451818,prasad00@yahoo.com,TELUGU,BIKE,Bajaj Platina,TS08AY9561,100,HYD-DS-051,51,LB Nagar Dark Store,Southeast,LB Nagar,17.35264,78.551761,FULL_TIME_EXPERIENCED,FULL_TIME,12:00,20:00,53,2020-07-25,ACTIVE,2024-12-02 14:00,0.891,0.869,0.033,11.5,4.86,20958,28,700840,33.44,AFTERNOON,True,True,True,False,True,True
RDR-CE1218AD,Pavan,Chetty,Pavan Chetty,M,29,+918135307465,pavan.chetty@gmail.com,TELUGU,BIKE,Hero Splendor Plus,TS09KW8818,100,HYD-DS-029,29,Kachiguda Dark Store,Central,Kachiguda,17.397848,78.507184,NEW_JOINER,FULL_TIME,14:00,22:00,3,2024-09-02,PROBATION,2024-12-01 00:00,0.763,0.709,0.18,18.4,3.91,456,11,12556,27.54,AFTERNOON,False,True,True,True,True,True
RDR-5093E9A8,Asif,Pasha,Asif Pasha,M,38,+918945247817,asif82@rediffmail.com,MUSLIM,ELECTRIC_SCOOTER,Ola S1,TS12PG3503,0,HYD-DS-008,8,Adarsh Nagar Dark Store,Northwest,Adarsh Nagar,17.487066,78.406891,PART_TIME_EVENING,PART_TIME,14:00,18:00,18,2023-06-10,ACTIVE,2024-12-03 01:00,0.829,0.866,0.044,11.1,4.44,4479,14,123265,27.52,MORNING,True,True,True,False,True,False
RDR-5C5E954E,Naseer,Hussain,Naseer Hussain,M,30,+917545302445,naseer94@rediffmail.com,MUSLIM,BIKE,Hero Splendor Plus,TS10ST7173,100,HYD-DS-041,41,Anjaiah Nagar Dark Store,North,Anjaiah Nagar,17.50139,78.468624,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,11,2024-01-06,ACTIVE,2024-12-03 01:00,0.93,0.826,0.095,13.3,4.38,5437,25,153706,28.27,MORNING,False,True,True,False,True,False
RDR-5E5111F5,Pavan,Kumar,Pavan Kumar,M,34,+919573047881,pavan594@gmail.com,TELUGU,SCOOTER,Honda Activa 6G,TS10DW8706,110,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.441987,78.520159,FULL_TIME_EXPERIENCED,FULL_TIME,06:00,14:00,42,2021-06-20,ACTIVE,2024-12-02 04:00,0.9,0.921,0.037,8.9,4.5,21149,36,592098,28.0,EVENING,True,True,True,False,True,True
RDR-F282ABFA,Yogesh,Setty,Yogesh Setty,M,34,+917811898759,yogesh.setty@yahoo.com,TELUGU,BIKE,Bajaj CT100,TS07WW1637,100,HYD-DS-048,48,Tarakarama Nagar Dark Store,East,Tarakarama Nagar,17.439024,78.537351,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,14,2023-10-08,ACTIVE,2024-12-03 12:00,0.935,0.918,0.057,13.2,4.21,4904,20,112111,22.86,MORNING,True,False,True,True,True,True
RDR-85557337,Ismail,Khan,Ismail Khan,M,34,+919448040692,ismail90@rediffmail.com,MUSLIM,SCOOTER,Honda Activa 6G,TS08XC4822,110,HYD-DS-044,44,Chititra Medchal Dark Store,North,Chititra Medchal,17.552575,78.479026,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,23,2023-01-11,ACTIVE,2024-12-02 17:00,0.852,0.832,0.072,15.9,4.48,8194,21,236374,28.85,AFTERNOON,False,True,True,False,True,True
RDR-49EF08E7,Krishna,Nayak,Krishna Nayak,M,25,+918114327290,krishna785@gmail.com,TELUGU,BIKE,Hero HF Deluxe,TS11PZ3090,100,HYD-DS-008,8,Adarsh Nagar Dark Store,Northwest,Adarsh Nagar,17.488377,78.407331,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,28,2022-08-14,ACTIVE,2024-12-02 20:00,0.906,0.876,0.029,10.0,4.53,12945,26,347826,26.87,MORNING,True,True,True,False,True,True
RDR-935F704C,Sachin,Singh,Sachin Singh,M,21,+917477563908,sachin.singh@yahoo.com,NORTH,SCOOTER,TVS Jupiter,TS09SQ4750,110,HYD-DS-013,13,Madhapur Dark Store,West,Madhapur,17.446903,78.385669,PART_TIME_STUDENT,PART_TIME,18:00,22:00,11,2024-01-06,ACTIVE,2024-12-03 08:00,0.784,0.838,0.084,12.1,4.06,2788,16,67618,24.25,AFTERNOON,True,True,True,True,True,True
RDR-B568746B,Phani,Naidu,Phani Naidu,M,25,+917735255713,phani99@gmail.com,TELUGU,SCOOTER,TVS Jupiter,TS13FZ9498,110,HYD-DS-031,31,Gokul Nagar Dark Store,Central,Gokul Nagar,17.426556,78.45399,FULL_TIME_REGULAR,FULL_TIME,07:00,15:00,13,2023-11-07,STAR_PERFORMER,2024-12-03 23:00,0.926,0.858,0.035,14.2,4.57,4859,23,109094,22.45,NIGHT,False,True,True,False,True,True
RDR-0C92F837,Ravi,Nayak,Ravi Nayak,M,43,+919392229273,ravi85@gmail.com,TELUGU,BIKE,Bajaj Platina,TS09AJ4445,100,HYD-DS-001,1,Miyapur Dark Store,Northwest,Miyapur,17.502189,78.366278,PART_TIME_EVENING,PART_TIME,14:00,18:00,3,2024-09-02,ACTIVE,2024-12-02 12:00,0.896,0.872,0.108,13.7,4.58,808,19,24442,30.25,EVENING,True,True,True,False,True,True
RDR-9D6D1897,Srikanth,Naidu,Srikanth Naidu,M,28,+917978927302,srikanth96@gmail.com,TELUGU,ELECTRIC_SCOOTER,Ola S1,TS14TZ1438,0,HYD-DS-009,9,Chaitanya Enclave Dark Store,Northwest,Chaitanya Enclave,17.478302,78.403218,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,17,2023-07-10,ACTIVE,2024-12-02 19:00,0.838,0.856,0.066,14.1,4.63,7597,28,213748,28.14,AFTERNOON,True,True,True,False,True,True
RDR-1E6EE8E8,Srinu,Chetty,Srinu Chetty,M,20,+918283218845,srinu298@gmail.com,TELUGU,CYCLE,Hercules Roadsters,N/A,0,HYD-DS-008,8,Adarsh Nagar Dark Store,Northwest,Adarsh Nagar,17.485753,78.398505,PART_TIME_STUDENT,PART_TIME,06:00,10:00,3,2024-09-02,ACTIVE,2024-12-02 09:00,0.857,0.833,0.126,19.6,4.29,509,10,12143,23.86,EVENING,True,True,True,True,True,True
RDR-B5F805D6,Pavan,Kapu,Pavan Kapu,M,26,+918823033042,pavan912@gmail.com,TELUGU,BIKE,Bajaj CT100,TS09DP8953,100,HYD-DS-008,8,Adarsh Nagar Dark Store,Northwest,Adarsh Nagar,17.490466,78.392806,FULL_TIME_REGULAR,FULL_TIME,06:00,14:00,20,2023-04-11,ACTIVE,2024-12-03 01:00,0.826,0.914,0.033,14.7,4.35,11486,31,329702,28.7,EVENING,False,False,True,True,True,True
RDR-E7D21CCE,Monu,Gupta,Monu Gupta,M,36,+918398391216,monu88@gmail.com,NORTH,SCOOTER,Suzuki Access 125,TS11HJ1565,125,HYD-DS-056,56,Madannapet Colony Dark Store,South,Madannapet Colony,17.355966,78.478548,PART_TIME_EVENING,PART_TIME,10:00,14:00,17,2023-07-10,ACTIVE,2024-12-03 11:00,0.792,0.897,0.109,13.0,4.35,4958,13,133169,26.86,MORNING,True,True,True,False,True,True
RDR-F64D34C4,Balu,Padmashali,Balu Padmashali,M,33,+917529496390,balu91@yahoo.com,TELUGU,BIKE,Hero Splendor Plus,TS12DR2733,100,HYD-DS-034,34,Ashok Bazar Dark Store,Central,Ashok Bazar,17.436793,78.462062,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,6,2024-06-04,ACTIVE,2024-12-02 12:00,0.831,0.808,0.059,11.3,4.31,2049,22,52129,25.44,MORNING,True,True,True,False,True,True
RDR-7110EDAA,Ramesh,Kapu,Ramesh Kapu,M,28,+917310969945,ramesh96@gmail.com,TELUGU,SCOOTER,TVS Jupiter,TS13PQ2789,110,HYD-DS-056,56,Madannapet Colony Dark Store,South,Madannapet Colony,17.345337,78.481647,FULL_TIME_EXPERIENCED,FULL_TIME,16:00,00:00,29,2022-07-15,ACTIVE,2024-12-04 00:00,0.897,0.888,0.025,9.7,4.41,18820,35,536778,28.52,MORNING,False,False,False,False,True,True
RDR-10A7E380,Rohit,Chauhan,Rohit Chauhan,M,26,+917134535120,rohit.chauhan@gmail.com,NORTH,SCOOTER,Honda Activa 6G,TS14BJ7226,110,HYD-DS-024,24,Attapur Dark Store,Southwest,Attapur,17.374511,78.438711,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,10,2024-02-05,ACTIVE,2024-12-03 21:00,0.886,0.854,0.087,15.6,4.59,3807,24,88851,23.34,AFTERNOON,False,False,True,True,True,True
RDR-F57EC2F1,Abdul,Pasha,Abdul Pasha,M,37,+918797511116,abdul.pasha@yahoo.com,MUSLIM,BIKE,Bajaj CT100,TS12BR5129,100,HYD-DS-027,27,Begumpet Dark Store,Central,Begumpet,17.445377,78.468089,FULL_TIME_EXPERIENCED,FULL_TIME,10:00,18:00,43,2021-05-21,STAR_PERFORMER,2024-12-02 17:00,0.954,0.958,0.011,12.1,4.6,37262,44,934664,25.08,MORNING,True,True,False,True,True,True
RDR-3FB12302,Shahid,Qureshi,Shahid Qureshi,M,26,+918761124591,shahid461@gmail.com,MUSLIM,BIKE,Bajaj Platina,TS07UN6782,100,HYD-DS-050,50,Whitefield Dark Store,East,Whitefield,17.442855,78.528879,FULL_TIME_REGULAR,FULL_TIME,10:00,18:00,19,2023-05-11,ACTIVE,2024-12-03 05:00,0.842,0.883,0.095,13.3,4.28,8345,24,254348,30.48,EVENING,True,False,False,True,True,True
RDR-DCCE62A1,Naveen,Padmashali,Naveen Padmashali,M,20,+919072188315,naveen.padmashali@gmail.com,TELUGU,SCOOTER,Suzuki Access 125,TS14YW5737,125,HYD-DS-016,16,Borabanda Dark Store,West,Borabanda,17.452382,78.440957,PART_TIME_STUDENT,PART_TIME,06:00,10:00,7,2024-05-05,ACTIVE,2024-12-03 10:00,0.846,0.876,0.088,17.4,4.26,1932,17,54439,28.18,AFTERNOON,True,True,False,True,True,True
RDR-BF13B376,Anil,Munnuru,Anil Munnuru,M,24,+918995334266,anil00@rediffmail.com,TELUGU,BIKE,Bajaj Pulsar 125,TS14KP6434,125,HYD-DS-036,36,Hill Colony Dark Store,Central,Hill Colony,17.435804,78.452728,FULL_TIME_REGULAR,FULL_TIME,12:00,20:00,24,2022-12-12,ACTIVE,2024-12-02 00:00,0.92,0.906,0.087,10.3,4.25,12448,30,390402,31.36,MORNING,True,True,True,True,True,True
RDR-E00F30D3,Srikanth,Munnuru,Srikanth Munnuru,M,25,+918547530652,srikanth99@gmail.com,TELUGU,BIKE,Bajaj CT100,TS12NW1105,100,HYD-DS-005,5,Balanagar Dark Store,Northwest,Balanagar,17.470795,78.445059,FULL_TIME_REGULAR,FULL_TIME,14:00,22:00,20,2023-04-11,ACTIVE,2024-12-02 10:00,0.878,0.819,0.089,10.6,4.25,11700,33,393957,33.67,EVENING,True,True,False,False,True,True
